GENE_ID	wildtype	KRAS	NRAS
ENSG00000244405	-1.2507429069065261	1.0092025478590954	0.3876048097904966
ENSG00000153064	-0.5300251763786669	0.8806176353400782	0.0
ENSG00000131187	-0.7986379857811796	0.6108468355507316	0.29382561342358343
ENSG00000184445	-0.18836870715615073	0.497889464344663	0.0
ENSG00000143878	-0.090743319409499	0.477434933421376	0.0
ENSG00000135046	-0.22650054391905836	0.44082051740090716	0.0
ENSG00000090924	-0.12658447285794575	0.42792605953342877	0.0
ENSG00000023318	-0.38539920171369535	0.4265396033957114	0.0
ENSG00000101187	0.0	0.4231793292618337	0.0
ENSG00000051523	-0.4807705309766268	0.4135333809536527	0.0
ENSG00000160888	0.0	0.37818645535754863	0.0
ENSG00000120738	-0.013464844252360213	0.3600365091607483	0.0
ENSG00000198055	-0.6942485092813155	0.3565947812381703	0.34622056181865957
ENSG00000171492	0.0	0.34123476599274927	0.0
ENSG00000131188	-0.4513851012019908	0.34106484937558773	0.03961783503070601
ENSG00000198369	-0.8005252723687066	0.33999367903453875	0.31329772737543715
ENSG00000072818	-0.3618444451458128	0.3362581132243252	0.0
ENSG00000167642	0.0	0.3301361198260985	-0.006832396708166296
ENSG00000111912	-0.07451598902188371	0.31913650092563134	0.0
ENSG00000268355	0.0	0.31819583442960236	0.0
ENSG00000196123	-0.01611414789270525	0.3116505387220402	0.0
ENSG00000217555	-0.5269922609709895	0.304837967439381	0.07598957401042986
ENSG00000145779	-0.2323134981065489	0.30301698986781095	0.0
ENSG00000245694	0.0	0.30165625288165426	-0.0811247926906368
ENSG00000196482	0.0	0.30108456910293413	-0.07926103332839295
ENSG00000135862	-0.20084904583747032	0.301076425614305	0.0
ENSG00000122877	0.0	0.2916556608681143	-0.02075328405850267
ENSG00000107438	-0.21009977220402928	0.27616668374068204	0.0
ENSG00000085982	0.0	0.27518564216320335	0.0
ENSG00000170345	-0.18529174514392283	0.26112173571116726	0.0
ENSG00000256043	0.0	0.2561475560211226	0.0
ENSG00000149089	0.0	0.24521236722503148	0.0
ENSG00000133460	-0.178134989562859	0.23425698035322537	0.0
ENSG00000101966	-0.02602017536158015	0.23257588873149018	0.0
ENSG00000182472	-0.1446462378444712	0.22972711381273284	0.0
ENSG00000093072	0.0	0.22545421875058547	0.0
ENSG00000055208	0.0	0.21969513845791133	0.0
ENSG00000118322	0.0	0.21961821649737384	0.0
